label,text
smish,বাংলাদেশ ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801917788990
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801918899001
normal,০১৯২৭২৮৩৯৭১ নাম্বারে টাকা পাঠাও।
promo,10 বছর আগে আজকের দিনেই শুরু হয়েছিল গ্রামীণফোনের সাথে আপনার পথচলা। আশা করি আগামী দিনগুলো হবে আরো সুন্দর ও সম্ভাবনাময়।
smish,১ মাসে ১০ গুণ লাভের সুযোগ। কোন জমা বা আগাম টাকা নেই। আজই বিনিয়োগ করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
smish,"অভিনন্দন!! দারাজ থেকে BDT 5,000 গিফট ভাউচার পান। দাবির জন্য লিঙ্কে ক্লিক করুন: www.face3b00kurl.com।"
smish,আপনার ছেলে সমস্যায় আছে জলদি টাকা পাঠান এই নাম্বারে
normal,আমার জন্য কোনো নতুন খবর আছে?
normal,"আমি বইটি পড়তে শুরু করলাম, খুব মজার লাগছে।"
smish,"আপনার বিকাশ অ্যাকাউন্টে BDT 10,000 পর্যন্ত তাৎক্ষণিক ঋণ পান। কোন নথি প্রয়োজন নেই। শুধুমাত্র 018xxxxxxxx এ কল করুন এবং আপনার বিকাশ পিন প্রদান করুন।"
normal,"হ্যালো, কেমন তোমার দিন?"
normal,"এমন দু’টি নিয়ামত আছে, যে দু’টোতে অধিকাংশ মানুষ ক্ষতিগ্রস্ত। তা হচ্ছে, সুস্থতা আর অবসর। - [মুহাম্মাদ (সা)]"
normal,আপনার কেমন দিন কাটছে?
smish,"৫০,০০০ টাকা বিনিয়োগে ১,৫০,০০০ টাকা অর্জন করুন! কল করুন: +8801717677789"
normal,তোমার প্রতিভা অসাধারণ।
normal,শুভ দীপাবলী!
promo,সিস্টেমের মান উন্নয়নের জন্য ১১মে রাত ১১:৫৯ থেকে ১২মে সকাল ৮টা পর্যন্ত ফ্লেক্সিলোডের মাধ্যমে মোবাইল রিচার্জ বন্ধ থাকবে। তবে এই সময় মাইজিপি অ্যাপ বা স্ক্রাচ কার্ড দিয়ে রিচার্জ করা যাবে।
smish,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000"
smish,"একদম শুরু থেকে ফ্রিল্যান্সিং শিখে ঘরে বসে ইনকাম করতে আগ্রহী, এমন কয়েকজন ব্যক্তি প্রয়োজন সর্বোচ্চ চেষ্টা করবো সাপোর্ট করার।

বিস্তারিত জানতে ইনবক্স করতে পারেন।"
promo,ধোনির হাতে কি উঠবে ট্রফি? দেখুন আইপিএল ফাইনাল cutt.ly/ywqDAPVv
normal,আমার একটি সমস্যা আছে।
normal,তুমি সবসময় সেরা।
promo,"২০জিবি @৩০৯৳ ৩০দিন,মন মতো বানিয়ে নাও ডাটা মিক্সারে- cutt.ly/HwFKsbAy"
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801716677889
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে কল করুন: +8801719899901
normal,০১৮৭৩৮২৮২৭১ নাম্বারে বিকাশ করুন।
normal,রাতে ভালো ঘুম হয়েছিল?
smish,আপনার অ্যাকাউন্টের সুরক্ষা যাচাই করতে কল করুন +8801916677889
normal,কবে তোমাকে দেখা হবে? আমি এখানে আসতে চেষ্টা করবো। তুমি?
normal,"তুমি শক্তিশালী, তুমি পারবে।"
smish,আপনার নাম্বারটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801712233445
normal,"তুমি একা নও, আমরা আছি তোমার পাশে।"
smish,"মহান স্বাধীনতা দিবসের শুভেচ্ছা। বিশ্বস্ত ও স্মার্ট ব্যাংকিং সেবায় ২৪/৭ সোনালী ব্যাংক আপনার পাশে।
মোঃ আফজাল করিম
সিইও এন্ড এমডি"
normal,আশা করি তোমার সফলতা হোক!
smish,"ক্যাসিনোতে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন! শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php"
smish,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: http://bit.ly/CardUpdate
smish,বিটকয়েন বিনিয়োগের মাধ্যমে দ্বিগুণ আয় করুন! এখনই নিবন্ধন করুন: http://bit.ly/CryptoProfit
smish,আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: http://bit.ly/LoginHelp
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
