text_combined,label,message_length
character jada kusruthi lovable matured opinion pls reply silent simple spl stylish,ham,83
hmmm hours late said slave thought,ham,34
,ham,0
0800 announcement customer freephone important service,spam,54
dont like think turns,ham,21
couldn make supposed town,ham,25
completely does figure gets time word,ham,37
age good join just life living mobile partner perfect sms thought txt,spam,69
08718727870 free just national polyphonic rate sent text tones unsub week,spam,73
day dear gud hav mrng nice,ham,26
abiola enjoyed game great hoping know pls sorry touch ve week yesterday,ham,71
best driving tmr ur,ham,19
al just like,ham,12
lost omg scream want weight,ham,27
dictionary isn research,ham,23
getting hanging just really,ham,27
apply camera claim customer ends free loyalty offer opt orange phone,spam,68
boy come,ham,8
b4 house leave msg ok,ham,21
ago gt lt minutes,ham,17
00 150 16 85023 chance claim cs discount m263uz mobile offers pobox84 savamob shop sub text today ur vouchers worth,spam,115
appt don fault gt listen lt time told twice,ham,43
16 1st 36504 free getzed just mates mobile no1 nokia norm150p pobox tell tone txt txting uk ur w45wq week www,spam,109
1000 18 200 award claim free guaranteed stop ur won,spam,51
ll,ham,2
3d,ham,2
ain knows make sure,ham,19
just quit work,ham,14
day half leave taking,ham,21
bed don ugh wanna warm,ham,22
gt lt,ham,5
comes future gift guys ring,ham,27
100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free gift ldew music tncs txt ur vouchers weekly www,spam,125
bag ok ur,ham,9
ac bid dvd end reply sms visit,spam,30
boytoy happened miss,ham,20
babe bring doesn help ll lots match model ones used,ham,51
bringing,ham,8
,ham,0
babe boo care gettin hope hunny ok ure,ham,38
ache afternoon babe boytoy crave does fuck good kiss miss teasing,ham,65
road txt,ham,8
08702840625 3qxj9 9ae charge comuk credits extra goto help login net pls stop text unsubscribe www,spam,98
25p 8007 charity children mob moon need poly polys profit song tell tone txt ur zed,spam,83
evening good ttyl,ham,17
hmm lol sighs,ham,13
dear use,ham,8
got hey mail,ham,12
friend green gt light lt meant sorry wanted worth,ham,49
enjoyed hope sir thanks wonderful yesterday,ham,43
50 admirer care cust msg opt recd reply reveal secret special stop thinks,spam,73
ages coz did driving hav haven hello hi just mate message nice say sent started stay,ham,84
80062 apply claim cs dear holder http offer pc stop texts ts txt uk voucher weeks www,spam,85
ago company days didnt enjoy good hope message oh pleasure sent sura thank ve wit,ham,81
offer result surely,ham,19
amp day dear good great morning,ham,31
150 750 anytime delivery mins network new phone pounds reply text tomorrow video want week,spam,90
able ahead askin charge cost didnt end felt great gt help late lt month months past pay paying rent sir speak thanks wont,ham,121
08000930705 750 anytime camcorder contact delivery half mins network new offer phone price rental reply tried video wed,spam,119
00 150 16 85023 chance claim cs discount member mobile offers remove savamob stop sub text txt ur vouchers worth yes,spam,116
don luv ring special understand xxx,ham,35
mail paying pls send,ham,20
away family mother night passed pray,ham,36
000 10 150 18 434 await box cash collection complimentary cs holiday ibiza landline po ppm sae urgent,spam,101
going,ham,5
anymore coming decided don gt jay live lt playing shit suite think,ham,66
better eat just lose weight,ham,27
break matter msg office whats,ham,29
barely fucking later man room sorry yeah,ham,40
00 150 16 85023 claim cs discount member mobile offer offers reply savamob sub text today unsub ur vouchers worth yes,spam,117
buy orchard reach tickets wan,ham,29
baby bring real want,ham,20
activate da run version,ham,23
ah baby careful hey hope lots luv poor spk work xxx,ham,51
order saying stop story told ve,ham,31
dating fall friends just love make meet new service sexy talk text vip,spam,70
babe going,ham,10
came coming decimal gt hai home ill ll lt morning office reply,ham,62
okay,ham,4
did just say somebody tampa,ham,27
going min work,ham,14
brother,ham,7
guess hold hour ll maybe sorry text,ham,35
bus coz did need sort stuff time,ham,32
dude ive seeing,ham,15
3mins awarded cds congratulations cs gift guaranteed net records ts ur www yrs,spam,78
don guess high important just matter place play shit,ham,52
04 11 2003 800 account code expires identifier points private redeemed shows statement,spam,86
address asap birds hello need ta user,spam,37
0800 100 free half line messages new phone price rental text video want xmas,spam,76
home ready saved wanna,ham,22
customer experience going good little need problem understand voice,ham,67
drop ll text,ham,12
day just long ugh want,ham,22
best day friend gt lt miss talk world,ham,37
100 150ppm 500 box cash cost drop mobile ntt po shop till travel vary voucher,spam,77
need,ham,4
50 82277 ansr country dvd know mid played player quiz sony sp sunshine txt tyrone week win wkly,spam,95
admirer contact looking make reveal secret special thinks ur,spam,60
admirer contact looking make reveal secret special thinks ur,spam,60
collect content goto http paid tv,spam,33
break come giving gonna home knew lead midnight miss movie need til times training wanting,ham,90
baby lots love use,ham,18
dude sup,ham,8
change drive know,ham,17
unsold,ham,6
able dont know like pa talk,ham,27
ah cut dun leh like quite sad short,ham,35
,ham,0
exactly knew murder time wife,ham,29
ask princess,ham,12
great princess thinking,ham,23
,ham,0
bored busy choose colour dunno msg noe ok oso really wat,ham,56
class doesn early gt lt shouldn smoke tomorrow trying,ham,53
dont means opportunity thought today tomorrow want,ham,50
checking good having hope just week,ham,35
booked boston don drop hope just nyc things used ve year,ham,56
ll night sure thing thursday work yeah,ham,38
fml free password ringtone simply text waiting,spam,46
ago coming did money months probably things work worries,ham,56
possible teach,ham,14
babe battery dead love phone tell went wonder,ham,45
ain bus lovely,ham,14
derek getting worried,ham,21
hey late reply sorry,ham,20
click flirt games text themob wap win,spam,37
greet ll plus said speak,ham,24
white,ham,5
08712460324 10p chat cheap cheaper gay hot january min national rate sale stop texts,spam,84
come got happy leave left long love miss sad took words ym,ham,58
hurt sorry,ham,10
cause didn eat feel hungry pig pissed planning today week,ham,57
early having lor meeting ok project,ham,35
da waiting,ham,10
anybody ask carlos,ham,18
actually send today weekend wonderful,ham,37
addicted bcoz bslvyl don friends iam know msgs people sweet think wrong,ham,71
ah driving gave hey meet photo registered tmr wanna,ham,51
dont ok talk word,ham,17
wana,ham,4
ma number pls school send way,ham,29
fine shall,ham,10
attend did home reach today went,ham,32
actually com deleted old website,ham,32
aftr chikku gt il lt mins send wait,ham,35
ate diet pizza ugh yesterday,ham,28
acc details,ham,11
ah come oh,ham,10
away claim lucky money normal prize rate text winner,spam,52
able friday going hope ok really sorry term won yr,ham,50
congratulations enjoy happy mo wish,ham,35
,ham,0
campus know ll near need think time,ham,35
1000 await cash collection complimentary cs dear holiday landline sae sk38xh tenerife,spam,85
dun lor wear,ham,12
fever,ham,5
college,ham,7
000 10 150ppm 18 await box cash collection complimentary cs holiday landline sae tenerife urgent,spam,96
better feel friday kind like pain pig yesterday,ham,47
coins life ll money sell,ham,24
doing lots medical places safe,ham,30
150p age company enjoy getting just opt sms touch txt waiting,spam,61
blue couple id looking recently text times ve weed,ham,50
contact cost expensive joke ones research school sent think thinking,ham,68
photos wait,ham,11
08718720201 150p 500 86688 balance box cash cc currently maximize msg po pounds send ur w1,spam,90
ah booked confirm free going hey kb lessons meet need night sat,ham,63
belovd ur,ham,9
come time want,ham,14
awesome know lemme,ham,18
lor ok thanx,ham,12
beautiful carefully feels good gravity heart heavy leaves light night read truth,ham,80
bowl car remember,ham,17
girls waiting,spam,13
brand ll lor msg new night poor room sleep sorry thing tmr ur yar,ham,65
decide decision feeling isn life love,ham,37
apparently,ham,10
acc bank code confirm person reply right sent sort ve,ham,53
,ham,0
sick sure time,ham,14
800 claim contact draw guaranteed land line prize shows todays trying urgent won,spam,80
amp cartoon church eve listening music temple watching,ham,54
class says site wanna yo,ham,24
,ham,0
ask better catch gt let lt sell,ham,31
know menu night noon sure,ham,25
beautiful come dont heart thats till wait want wife,ham,51
class willing,ham,13
house ok sort trying wont,ham,25
ate earlier eat lor mah today wan yar,ham,37
awesome haha omw,ham,16
lor shop thk yup,ham,16
account number,ham,14
eh lar send,ham,11
ad ave boring hey il nite nxt thanx til time wait ya,ham,52
ok shall talk,ham,13
changed day did dont eat know like second sure time,ham,51
gt hey lt pay salary,ham,20
month need weed,ham,15
days great job searching started,ham,32
need town walk,ham,14
3g congrats dload games java mates mobile music noline play rentl videochat videophones wid,spam,91
fuck look think time,ham,20
dropped guess just yo,ham,21
carlos gt ll lt minutes mu says,ham,31
gt lt min office,ham,16
fuck geeee kiss know loving miss think till wait year,ham,53
1st ah days got look park say tomorrow wan yun,ham,46
drive gotta la sore ugh,ham,23
,ham,0
day good having hi home im night party time tomorrow,ham,52
come din lor wan,ham,16
ahead amp hav jesus love merry miracle month msg story wish xmas,ham,64
don number,ham,10
change,ham,6
class make ok pls run water yetunde,ham,35
feels happened just lot lots mo working,ham,39
aft bus car come dun lar lect pick stop ur wait,ham,47
aight comin thanks,ham,18
abt heard tat,ham,13
0808 1000 11pm 145 4742 5000 9am cash customer freephone guaranteed prize representative service won,spam,100
best great kallis really told tough world yes,ham,45
gt lt say think,ham,15
did say umma,ham,12
sec think,ham,9
08000839402 2optout contract free mobileupd8 motorola nokia orange,spam,66
bout cud don hold know pick pub quite,ham,37
dis gt lt post,ham,14
dear email gt kerala leaving lt opportunity pls qatar tonite touch,ham,66
crazy family lol mom tell,ham,25
awake babe got home just,ham,24
close dunno ma oredi,ham,20
buy just pick pizza,ham,19
asking matter told wats ya,ham,26
car dear frm happy home left mobile pick regret style,ham,53
16 1st 36504 8007 free getzed just mates mob no1 nokia norm150p pobox tell tone txt txting uk ur w45wq week www,spam,111
id mail send shall,ham,18
bored going home nope tv watching,ham,33
check don know wait,ham,19
afternoon content day good happy hope kiss sea send sweet teasing think,ham,71
150p 18 guess know landline min somebody wanna,spam,46
tonight,ham,7
later pls,ham,9
hasn recently weekends,ham,22
sore talk throat,ham,16
da office ur yes,ham,16
asleep just,ham,11
babe bring eh forgot ll lol yes,ham,31
good ll way,ham,11
country good lecture use,ham,24
bathe liao yup,ham,14
happy man new year,ham,18
boss game ll mr oh okay play raise wanna,ham,40
cum fucking hit il im just luv try,ham,34
baby belly computer did goes hello loverboy miss mom sighs,ham,58
,ham,0
better flirt gettin gud hurt little loving naughty nyt thought,ham,62
answer ask fool gm know man questions said,ham,42
just talking thats wont,ham,23
able class college going today,ham,30
class holla later,ham,17
ah easy good got means selected sen,ham,35
better drinks good got indian mmm thats,ham,39
150p know pobox,spam,15
come round,ham,10
career change im leaving thing want,ham,35
1000 18 8007 age girl join txt ur,spam,33
believe care doesn hour im wont,ham,31
18 daily days euro2004 informed kept latest news results send stop unsubscribe,spam,78
